pid;ID;Kapitelueberschrift;ErsteSeite;LetzteSeite;Anzahl_Seiten;PID_ersteSeite;Anzahl_weitereGliederungsebenen;DeeplinkingUrl
865353;DTL1641;"Freytag, Rudolf: Eilsbrunn. Beiträge zur Geschichte des Dorfes unter besonderer Berücksichtigung der Flurnamen";"Seite 359";"Seite 380";22;866124;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=865353&childpid=866124
865353;DTL1642;"Verzeichnis der Vereinschriften";"Seite 381";"Seite 395";15;866146;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=865353&childpid=866146
865353;DTL1643;"Neuerscheinungen zur Geschichte Regensburgs und der Oberpfalz 1938-1939";"Seite 396";"Seite 401";6;866161;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=865353&childpid=866161
865353;DTL1644;"Vereinschronik vom 1.Januar bis 30. September 1939";"Seite 402";"Seite 403";2;866167;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=865353&childpid=866167
1342586;DTL1429;"Titelblatt";"[Seite 1]";"[Seite 1]";1;1342943;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1342943
1342586;DTL1430;"Inhalt";"[Seite 2]";"[Seite 2]";1;1342944;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1342944
1342586;DTL1431;"Widmung";"[Seite 3]";"[Seite 4]";2;1342945;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1342945
1342586;DTL1432;"Klebel, Ernst: Landeshoheit in und um Regensburg";"Seite 5";"Seite 61";57;1342947;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1342947
1342586;DTL1433;"Gaßner, Heinz: Brauch und Glaube im alten Regensburg";"Seite 62";"Seite 124";63;1343004;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343004
1342586;DTL1434;"Dachs, Hans: Die Entstehung der Stadt Hemau ""auf dem Tangrintel""";"Seite 125";"[Abb.] 2 Konventssiegel von Prüfening von 1246 -- Abb.3 Siegel des Dompropstes von Bamberg von 1311 --  4 Stadtsiegel von Hemau von 1324 -- 5  Epitaph des Andreas Kolb in Pfarrkirchen.";40;1343067;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343067
1342586;DTL1435;"Brunner, Johann: Das ehemalige Landsassengut Raindorf - die Geburtsstätte des bayerischen Reiterführers Andreas Kolb im Dreißigjährigen Krieg";"Seite 163";"Seite 175";13;1343107;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343107
1342586;DTL1436;"Scherl, Josef: Die Grundherrschaft des Klosters Speinshardt - seine wirtschaftliche Bedeutung und seine rechtliche Stellung bis zu seiner 1. Säkularisation";"Seite 176";"Seite 233";58;1343120;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343120
1342586;DTL1437;"Hecht, Georg: Die Ortsnamen des Landkreises Neunburg vorm Wald";"Seite 234";"Seite 283";50;1343178;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343178
1342586;DTL1438;"Freytag, Rudolf: Kumpfmühl - Karthaus. Ein Beitrag zur Orts- und Flurnamenkunde";"Seite 284";"Seite 304";21;1343228;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343228
1342586;DTL1439;"Nestler, Hermann: Der Meistersinger Nestler aus Speyer und seine Beziehungen zu Regensburg";"Seite 305";"Seite 316";12;1343249;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343249
1342586;DTL1440;"Stäblein, Bruno:  Zur Melodie des ""Unerkannten Tones"" Nestlers";"Seite 317";"[Abb.] 6.7: 2 Stellen des Cod. Germ. Qu 414 der Preuß.";5;1343261;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343261
1342586;DTL1441;"Huber, Heinrich: Die Testamente des Fürstprimas Karl von Dalberg";"Seite 321";"Seite 332";12;1343267;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343267
1342586;DTL1442;"Neuerscheinungen zur Geschichte Regensburg und der Oberpfalz 1939-1940";"Seite 333";"Seite 336";4;1343279;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343279
1342586;DTL1443;"Buchbesprechungen";"Seite 337";"Seite 340";4;1343283;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343283
1342586;DTL1444;"Vereinschronik vom 1. Oktober 1939 bis 1. Oktober 1940";"Seite 341";"Seite 342";2;1343287;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343287
1342586;DTL1445;"Bericht der Vorgeschichtlichen Abteilung des Museums der Stadt Regensburg 1939/40";"Seite 343";"Seite 347";5;1343289;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1342586&childpid=1343289
1385080;DTL949;"Titelblatt";"[Seite 1]";"[Seite 4]";4;1385317;1;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1385080&childpid=1385317
1385080;DTL950;"Ress, Franz Michael: Geschichte und wirtschaftliche Bedeutung der oberpfälzischen Eisenindustrie von den Anfängen bis zur Zeit des 30-jährigen Krieges";"Seite 5";"Seite 186";182;1385321;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1385080&childpid=1385321
1385080;DTL951;"Nachrufe";"Seite 187";"Seite 207";42;1385503;28;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1385080&childpid=1385503
1385080;DTL952;"Neuerscheinungen zur Geschichte Regensburg und der Oberpfalz. 1940-1950.";"Seite 208";"Seite 218";11;1385524;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1385080&childpid=1385524
1385080;DTL953;"Buchbesprechungen";"Seite 219";"Seite 225";7;1385535;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1385080&childpid=1385535
1385080;DTL954;"Vereinrückschau 1940 bis 1. August 1950";"Seite 226";"Seite 229";4;1385542;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1385080&childpid=1385542
1385080;DTL955;"Bericht der Vorgeschichtlichen Abteilung des Museums Regensburg 1941 bis 1950.";"Seite 230";"Seite 236";7;1385546;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1385080&childpid=1385546
785606;DTL917;"Titelblatt";"[Seite 1]";"[Seite 2]";2;785836;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=785836
785606;DTL918;"Inhalt";"[Seite 3]";"[Seite 4]";2;785838;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=785838
785606;DTL919;"Weizsäcker, Wilhelm: Die Familia des Klosters St. Emmeram in Regensburg";"Seite 5";"Seite 48";44;785840;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=785840
785606;DTL920;"Schuster, Adolf : Verfassungsgeschichte der Stadt Weiden im Mittelalter und in den ersten Jahrhunderten der Neuzeit";"Seite 49";"Seite 160";112;785884;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=785884
785606;DTL921;"Dachs, Hans: Ein geistliches Drama der Barockzeit";"Seite 161";"[Seite 174]";14;785996;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=785996
785606;DTL922;"Weigel, Maximilian: Buchdrucker und Druckschriften in Amberg bis zum Beginn des Dreißigjährigen Krieges";"Seite 175";"[Seite 186]";12;786010;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=786010
785606;DTL923;"Freytag, Rudolf: Das Lied vom Prinzen Eugen";"Seite 187";"[Seite 194]";8;786022;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=786022
785606;DTL924;"Wühr, Wilhelm: Französische Emigrantenpresse in Regensburg";"Seite 195";"Seite 204";10;786030;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=786030
785606;DTL925;"Nachrufe";"Seite 205";"Seite 206";3;786040;3;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=786040
785606;DTL926;"Neuerscheinungen zur Geschichte Regensburgs und der Oberpfalz";"Seite 207";"Seite 210";4;786042;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=786042
785606;DTL927;"Buchbesprechungen";"Seite 211";"Seite 214";4;786046;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=786046
785606;DTL928;"Vereinsrückschau";"Seite 215";"Seite 216";2;786050;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=786050
785606;DTL929;"Stroh, Armin: Bericht der vorgeschichtlichen Abteilung des Museums Regensburg vom 1.9.1950 bis 31.7.1951";"Seite 217";"Seite 222";6;786052;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=786052
785606;DTL930;"Mitgliederverzeichnis des Historischen Vereins Regensburg 1951";"Seite 223";"Seite 228";6;786058;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=785606&childpid=786058
1355091;DTL1349;"Titelblatt";"[Seite 1]";"[Seite 2]";2;1355428;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355428
1355091;DTL1350;"Inhaltsverzeichnis";"[Seite 3]";"[Seite 4]";2;1355430;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355430
1355091;DTL1351;"Ruf, Paul: Ansprache bei der Feier von J. A. Schmellers hundertstem Todestag am 27. Juli 1952 in Tirschenreuth";"Seite 5";"Seite 6";2;1355432;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355432
1355091;DTL1352;"Basler,Otto: Johann Andreas Schmeller";"Seite 7";"Seite 18";12;1355434;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355434
1355091;DTL1353;"Kessel, Willibald:  Zu Ehren Johann Andreas Schmellers. Bericht über die Gedächtnisfeier anläßlich des 100. Todestages des Professors Dr. Johann Andreas Schmeller am 27. Juli 1952 in Tirschenreuth";"Seite 19";"[Seite 24]";6;1355446;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355446
1355091;DTL1354;"Schwarz, Ernst: Die namenkundlichen Grundlagen der Siedlungsgeschichte des Landkreises Regensburg";"Seite 25";"[Seite 64]";40;1355452;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355452
1355091;DTL1355;"Schwäbl, Franz: Neue Fragen zur frühen Baugeschichte der St. Emmeramskirche in Regensburg";"Seite 65";"Seite 88";24;1355492;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355492
1355091;DTL1356;"Kagerer, Josef:  Die schicksalsreiche Geschichte des Bildes ""Die Schöne Maria"" von Albrecht Altdorfer in der Stiftskirche St. Johann in Regensburg";"Seite 89";"Seite 120";32;1355516;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355516
1355091;DTL1357;"Fürnrohr, Otto: Johann Anton Küffner ein Wohltäter der Armen und der Schulen in der Regensburger Barockzeit";"Seite 121";"Seite 128";8;1355548;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355548
1355091;DTL1358;"Huber, Heinrich: Die Napoleonische Kriegsentschädigung für Regensburg";"Seite 129";"[Seite 152]";24;1355556;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355556
1355091;DTL1359;"Fürnrohr, Walter: Das Patriziat der Freien Reichsstadt Regensburg zur Zeit des Immerwährenden Reichstags. Eine sozialgeschichtliche Studie über das Bürgertum der Barockzeit";"Seite 153";"Seite 308";156;1355580;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355580
1355091;DTL1360;"Stail: Fürst Albert von Thurn und Taxis";"Seite 309";"Seite 310";2;1355736;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355736
1355091;DTL1361;"Killermann, S.: Professor Dr. Hugo Obermaier";"Seite 310";"Seite 312";3;1355737;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355737
1355091;DTL1362;"Völkl, Dr. Georg: Neuerscheinungen zur Geschichte Regensburgs und der Oberpfalz";"Seite 313";"Seite 318";6;1355740;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355740
1355091;DTL1363;"Buchbesprechungen";"Seite 319";"Seite 322";4;1355746;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355746
1355091;DTL1364;"Vereinsrückschau";"Seite 323";"Seite 325";3;1355750;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355750
1355091;DTL1365;"Stroh, Armin: Bericht der vorgeschichtlichen Abteilung des Museums Regensburg vom 1.8. 1951 bis 31.7.1952";"Seite 326";"Seite 330";5;1355753;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355753
1355091;DTL1366;"Verzeichnis der in den Bänden 80 mit 92 der Verhandlungen des Historischen Vereins für Oberpfalz und Regensburg enthaltenen Aufsätze";"Seite 331";"Seite 334";4;1355758;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355758
1355091;DTL1367;"Satzung des Historischen Vereins für Oberpfalz und Regensburg";"Seite 335";"Seite 336";2;1355762;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1355091&childpid=1355762
1076871;DTL885;"Titelblatt";"[Seite 1]";"[Seite 2]";2;1077092;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077092
1076871;DTL886;"Inhaltsverzeichnis";"[Seite 3]";"[Seite 4]";2;1077094;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077094
1076871;DTL887;"Lehner, Johannes B.: Die mittelalterlichen Kirchen-Patrozinien des Bistums Regensburg - Teil 1";"Seite 5";"[Seite 82]";78;1077096;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077096
1076871;DTL888;"Nestler, Hermann: Mit Kaiser Rotbart zum Heiligen Land. Kreuzzugsbericht des Passauer Domdekans Tageno (+ 1190)";"Seite 83";"Seite 110";28;1077174;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077174
1076871;DTL889;"Fürnrohr, Otto: Altregensburger Apotheken und Apotheker";"Seite 111";"[Seite 138]";28;1077202;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077202
1076871;DTL890;"Fink, Wilhelm: Beiträge zur ältesten Baugeschichte der ehemaligen Klosterkirche von St. Emmeram in Regensburg";"Seite 139";"Seite 146";8;1077230;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077230
1076871;DTL891;"Winkler, Karl: Ein lange vergessener Meisterroman des deutschen Barock und sein Verfasser";"Seite 147";"[Seite 168]";22;1077238;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077238
1076871;DTL892;"Freytag, Rudolf: Oberstudiendirektor Dr. Hermann Nestler";"Seite 169";"Seite 176";8;1077260;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077260
1076871;DTL893;"Neuerscheinungen zur Geschichte der Oberpfalz und von Regensburg";"Seite 177";"Seite 186";10;1077268;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077268
1076871;DTL894;"Buchbesprechungen";"Seite 187";"Seite 196";10;1077278;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077278
1076871;DTL895;"Vereinsrückschau";"Seite 197";"[Seite 204]";8;1077288;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077288
1076871;DTL896;"Stroh, Armin: Bericht der vorgeschichtlichen Abteilung des Museums Regensburg vom 1. Januar 1952 bis 30. November 1953";"Seite 205";"[Abb.] 3: Spätbronzezeitliches Grabgefäß von Haidenkofen  --  4: Keltischer Hohlbuckelring mit herausnehmbarem Verschlußstück von Saal";15;1077296;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077296
1076871;DTL897;"Nachtrag";"[Seite 218]";"[Seite 218]";1;1077311;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1076871&childpid=1077311
1352139;DTL1177;"Titelblatt";"[Seite 1]";"[Seite 2]";2;1352514;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352514
1352139;DTL1178;"Inhaltsverzeichnis";"[Seite 3]";"[Seite 4]";2;1352517;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352517
1352139;DTL1179;"Zitzelsberger, Hans: Die Geschichte des Klosters Ensdorf von der Gründung bis zur Auflösung in der Reformation 1121-1525";"Seite 5";"[Seite 172]";168;1352519;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352519
1352139;DTL1180;"Freytag, Rudolf: Oberisling - Unterisling - Posthof. Ein Beitrag zur Heimatgeschichte";"Seite 173";"[Seite 204]";32;1352730;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352730
1352139;DTL1181;"Fürnrohr, Otto: Das ehemalige Landsassengut Hammerles";"Seite 205";"Seite 214";10;1352770;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352770
1352139;DTL1182;"Schmitt, Joseph: Zur Familiengeschichte des berühmten Oberpfälzers Christoph Willibald Ritter von Gluck";"Seite 215";"[Seite 226]";12;1352783;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352783
1352139;DTL1183;"Sydow, Jürgen: Bemerkungen zur Frage einer spätantiken Georgskirche (St. Emmeram in Regensburg)";"Seite 227";"Seite 234";8;1352798;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352798
1352139;DTL1184;"Sydow, Jürgen: Kurientaxen aus dem Bistum Regensburg im späteren Mittelalter";"Seite 235";"[Seite 238]";4;1352808;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352808
1352139;DTL1185;"Stundner, Franz: Eine Urkunde des Klosters Seligenporten";"Seite 239";"[Seite 242]";4;1352813;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352813
1352139;DTL1186;"Freytag, Rudolf: Dr. Karl Schottenloher. Abteilungsdirektor i. R. der Bayerischen Staatsbibliothek";"Seite 243";"Seite 244";2;1352818;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352818
1352139;DTL1187;"Völkl, Dr. Georg: Neuerscheinungen zur Geschichte Regensburgs und der Oberpfalz";"Seite 245";"[Seite 270]";26;1352820;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352820
1352139;DTL1188;"Völkl, Dr. Georg: Vereinsrücksschau";"Seite 271";"Seite 276";6;1352853;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352853
1352139;DTL1189;"Stroh, Armin: Bericht der vorgeschichtlichen Abteilung des Museums Regensburg vom 1. Dezember 1953 bis 31. Oktober 1954";"Seite 277";"Seite 291";17;1352861;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1352139&childpid=1352861
1347451;DTL2105;"Titelblatt";"[Seite I]";"[Abb.] Dr. Hans Dachs";4;1348084;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348084
1347451;DTL2106;"Widmung";"[Seite IV]";"[Seite V]";2;1348089;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348089
1347451;DTL2107;"Inhalt";"Seite 1";"Seite 2";2;1348091;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348091
1347451;DTL2108;"Festansprache bei der Verleihung der Albertus-Magnus-Medaille an Prof. Dr. Dachs und Oberarchivrat Dr. Freytag";"Seite 3";"Seite 6";4;1348093;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348093
1347451;DTL2109;"Völkl, Georg: Werden und Wirken des Historischen Vereins für Oberpfalz und Regensburg 1830-1955";"Seite 7";"Seite 70";69;1348098;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348098
1347451;DTL2110;"Mitgliederverzeichnis";"Seite 71";"Seite 92";22;1348181;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348181
1347451;DTL2111;"Scherl, August: Verfassung und Verwaltung der Stadt Nabburg bis zum Ausgang des 16. Jahrhunderts";"Seite 93";"Seite 276";189;1348207;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348207
1347451;DTL2112;"Völkl, Georg: Quellen zur Oberpfälzer Siedlungsgeschichte. II.: Das älteste Leuchtenberger Lehenbuch";"Seite 277";"Seite 404";128;1348433;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348433
1347451;DTL2113;"Dachs, Hans: Reichshof Chammünster?";"Seite 405";"[Seite 422]";18;1348587;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348587
1347451;DTL2114;"Klebel, Ernst: Dissertationen in Regensburg";"Seite 423";"[Seite 430]";8;1348609;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348609
1347451;DTL2115;"Sydow, Jürgen: Die Gegenkaiser Arnulfs von Kärnten";"Seite 431";"Seite 436";6;1348618;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348618
1347451;DTL2116;"Sydow, Jürgen: Bemerkungen zu der bei St. Kassian aufgedeckten Inschrift";"Seite 437";"Seite 438";2;1348625;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348625
1347451;DTL2117;"Hiltl, Franz: Eugen Trapp. Oberstudiendirektor und Ministerialbeauftragter i. R";"Seite 439";"Seite 440";2;1348628;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348628
1347451;DTL2118;"Verzeichnis der Vereinsschriften";"Seite 441";"[Seite 456]";16;1348630;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348630
1347451;DTL2119;"Neuerscheinungen zur Geschichte Regensburg und der Oberpfalz";"Seite 457";"Seite 478";22;1348650;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348650
1347451;DTL2120;"Buchbesprechungen";"Seite 479";"Seite 488";10;1348676;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348676
1347451;DTL2121;"Vereinsrückschau";"Seite 489";"[Seite 492]";4;1348688;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348688
1347451;DTL2122;"Stroh, Armin: Bericht der vorgeschichtlichen Abteilung des Museums Regensburg vom 1. November 1954 bis 31. Oktober 1955";"Seite 493";"Seite 505";15;1348693;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1347451&childpid=1348693
787738;DTL1917;"Titelblatt";"[Seite 1]";"[Seite 2]";2;788217;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788217
787738;DTL1918;"Inhalt";"[Seite 3]";"[Seite 4]";2;788219;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788219
787738;DTL1919;"Völkl, Georg: Das beste und größte Kapital Regensburgs ist das alte Stadtbild";"Seite 5";"Seite 8";4;788221;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788221
787738;DTL1920;"Högner, Wilhelm: Ansprache zum 8. Bayerischen Heimattag in Weiden";"Seite 8";"Seite 9";2;788224;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788224
787738;DTL1921;"Ritz, Josef: Ausschnitte aus der Festrede ""Vom Recht der Heimat""";"Seite 9";"Seite 11";3;788225;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788225
787738;DTL1922;"Flecken: Worte eines Finanzministers";"Seite 12";"Seite 12";1;788228;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788228
787738;DTL1923;"Nichelmann, Volker: Beitrag zur Darstellung der Entwicklung der eisenschaffenden Industrie in der Oberpfalz";"Seite 13";"Seite 162";152;788229;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788229
